round,alive_nodes,round_energy
359,100,0.025282112962455697
360,100,0.025082903933642285
361,100,0.025121210311335043
362,100,0.025451219447339364
363,100,0.025341860073966244
364,100,0.025414130640286726
365,100,0.025712649335148677
366,100,0.025410916980722155
367,100,0.025111512722340277
368,100,0.024971279902628325
369,100,0.025991853887742916
370,100,0.02501847825741714
371,100,0.02530788681241086
372,100,0.025289787870854948
373,100,0.02508644243313893
374,100,0.025586371839877397
375,100,0.025478317104951683
376,100,0.0256870692866084
377,100,0.025366951371692918
378,100,0.025488434333785167
379,100,0.025296797965883765
380,100,0.02546580400963673
381,100,0.02533728046459537
382,100,0.025201270746721544
383,100,0.025132303463395147
384,100,0.02564380187310084
385,100,0.025194896090435372
386,100,0.02544576440497457
387,100,0.025682867082732642
388,100,0.02564083233189496
389,100,0.025992196170412814
390,100,0.025497843192480288
391,100,0.025454529589275597
392,100,0.025130192331307668
393,100,0.02552275903313115
394,100,0.025833082872684498
395,100,0.02547237455861588
396,100,0.025388762922899707
397,100,0.025430971779229573
398,100,0.025468463288870462
399,100,0.025457671656414244
400,100,0.025215717100803548
401,100,0.025686012384584313
402,100,0.025101372609841036
403,100,0.02502135864448207
404,100,0.025493837640180768
405,100,0.02543556300558773
406,100,0.025538081870006373
407,100,0.02533690755832455
408,100,0.02522559804875923
409,100,0.025851720790720473
410,100,0.025454051599247202
411,100,0.025516660518982805
412,100,0.024949148837844874
413,100,0.025235636157072316
414,100,0.0252742648455659
415,100,0.02543572710229803
416,100,0.025801158797669654
417,100,0.02508084066151503
418,100,0.025294095672953768
419,100,0.024911404384613776
420,100,0.02495131887687104
421,100,0.0257577022750552
422,100,0.025520071220649983
423,100,0.025770288868222076
424,100,0.02513928372400845
425,100,0.025785620432324196
426,100,0.025145026037095796
427,100,0.0247568755863991
428,100,0.02486771462859446
429,100,0.025050571134304003
430,100,0.02522023632604709
431,100,0.025373431667568152
432,100,0.025402777942715542
433,100,0.02507066394905281
434,100,0.025382417209347488
435,100,0.025153986639122657
436,100,0.025506536075970775
437,100,0.024999034039534736
438,100,0.025063963752571514
439,100,0.025146070991885188
440,100,0.025085027919345665
441,100,0.025217727605073688
442,100,0.02521099157968811
443,100,0.0254345925287957
444,100,0.025882134383950272
445,100,0.025391801802279623
446,100,0.025505932648173794
447,100,0.025162179409017
448,100,0.02558259708665981
449,100,0.02511545228054537
450,100,0.025334712368927457
451,100,0.025815065577054676
452,100,0.025074660476760543
453,100,0.025473771014295318
454,100,0.025430478806394624
455,100,0.025486066213821705
456,100,0.025228181151065926
457,100,0.02478402731780477
458,100,0.025474297547824723
459,100,0.02510399428252388
460,100,0.025626434115032178
461,100,0.025504185987857902
462,100,0.02594415562857897
463,100,0.025367521950983782
464,100,0.025303897222378482
465,100,0.02541180478938419
466,100,0.025230469513694603
467,100,0.025222235141637107
468,100,0.02482577866296351
469,100,0.025372790575657174
470,100,0.024852320202081155
471,100,0.02554876168504485
472,100,0.025340683060426528
473,100,0.025380941504651453
474,100,0.024976646394571048
475,100,0.024880388792721666
476,100,0.025230560694301126
477,100,0.02481430426445625
478,100,0.02495842301519869
479,100,0.025118790948919428
480,100,0.02552464824158184
481,100,0.025435002863506632
482,100,0.025617006482853068
483,100,0.025484336447788747
484,100,0.025583707908482523
485,100,0.024888788502484858
486,100,0.025257400462438476
487,100,0.025545597379236906
488,100,0.025236595847923038
489,100,0.024888855158054213
490,100,0.02536641044440688
491,100,0.02492212826432833
492,100,0.024718001013762977
493,100,0.025492273991733053
494,100,0.02537118414136843
